dataset,rows,cols,sample_exponent,copy_PLIs,tiebreaker_heuristic,t_total,t_total_prep,t_read_table,t_create_subtable,t_construct_clusters,t_total_enum_algo,t_sample_diff_sets,t_intersect_clusters,tree_complexity,tree_nodes,diff_sets,diff_sets_initial,diff_sets_final,intersections,intersection_cluster_size,ucc_count,memory
CE4HI01_r1678782_c65,1678782,65,0.3,1,1,7.23438,6.07026,5.0062,0,0.477968,1.16412,0.315296,0.724558,283,85,229314,229166,2,78,32320307,25,1513596
CE4HI01_r1678782_c65,1678782,65,0.3,1,1,6.67536,5.8081,4.74221,0,0.477848,0.867265,0.318458,0.458013,261,84,229294,229166,2,71,18940164,25,1513732
CE4HI01_r1678782_c65,1678782,65,0.3,1,1,6.88054,5.79985,4.7375,0,0.478824,1.08069,0.316813,0.647277,357,85,229332,229166,2,73,29459262,25,1513720
CE4HI01_r1678782_c65,1678782,65,0.3,1,1,6.8918,5.99028,4.90991,0,0.489734,0.901524,0.31706,0.493402,142,63,229291,229166,2,58,23293872,25,1513816
CE4HI01_r1678782_c65,1678782,65,0.3,1,1,6.60532,5.80106,4.728,0,0.48565,0.804255,0.318715,0.406277,181,74,229295,229166,2,63,16915827,25,1513424
Hospital_r114920_c15,114920,15,0.3,1,1,0.139048,0.117916,0.108237,0,0.00752575,0.0211314,0.00202624,0.017144,27,37,4728,4651,4,34,1542262,12,47864
Hospital_r114920_c15,114920,15,0.3,1,1,0.116257,0.0970736,0.0874825,0,0.00749469,0.0191831,0.00200036,0.015597,38,38,4718,4651,4,33,1583283,12,47892
Hospital_r114920_c15,114920,15,0.3,1,1,0.116284,0.0967195,0.0870844,0,0.00750969,0.019564,0.002014,0.0159874,46,39,4712,4651,4,33,1620574,12,47816
Hospital_r114920_c15,114920,15,0.3,1,1,0.113037,0.0958796,0.0862916,0,0.00748336,0.0171571,0.00198736,0.0136939,30,32,4708,4651,4,28,1395610,12,47748
Hospital_r114920_c15,114920,15,0.3,1,1,0.112915,0.0961248,0.0864994,0,0.00751233,0.0167903,0.00200221,0.0131786,31,36,4708,4651,4,30,1275853,12,47932
ILOA_r20000000_c48,20000000,48,0.3,1,1,49.2083,47.6889,37.7454,0,4.27166,1.51937,1.40796,3.6e-08,0,1,885601,885601,1,0,0,1,13207768
ILOA_r20000000_c48,20000000,48,0.3,1,1,48.2597,46.8276,36.8766,0,4.2775,1.43213,1.32016,3.5e-08,0,1,885601,885601,1,0,0,1,13207844
ILOA_r20000000_c48,20000000,48,0.3,1,1,48.2443,46.8101,36.8652,0,4.28095,1.43418,1.32233,3.5e-08,0,1,885601,885601,1,0,0,1,13207884
ILOA_r20000000_c48,20000000,48,0.3,1,1,48.3966,46.9521,36.9147,0,4.30342,1.44447,1.32934,3.4e-08,0,1,885601,885601,1,0,0,1,13207848
ILOA_r20000000_c48,20000000,48,0.3,1,1,48.1698,46.74,36.7657,0,4.28396,1.42973,1.31774,3.4e-08,0,1,885601,885601,1,0,0,1,13207668
PDBX_POLY_SEQ_SCHEME_r17305799_c13,17305799,13,0.3,1,1,25.4331,24.152,16.7565,0,2.44718,1.28107,0.0750623,0.978749,7,11,93545,93335,3,8,116477463,5,4393656
PDBX_POLY_SEQ_SCHEME_r17305799_c13,17305799,13,0.3,1,1,24.4023,23.8279,16.4473,0,2.43928,0.574327,0.0464058,0.462083,4,9,93370,93335,3,7,121140583,5,4393744
PDBX_POLY_SEQ_SCHEME_r17305799_c13,17305799,13,0.3,1,1,24.4036,23.8251,16.4336,0,2.44136,0.578425,0.0473911,0.462676,4,9,93370,93335,3,7,121140583,5,4393728
PDBX_POLY_SEQ_SCHEME_r17305799_c13,17305799,13,0.3,1,1,24.3485,23.7743,16.369,0,2.43606,0.574167,0.0465635,0.461694,8,11,93387,93335,3,8,121155442,5,4393672
PDBX_POLY_SEQ_SCHEME_r17305799_c13,17305799,13,0.3,1,1,24.3788,23.8033,16.4059,0,2.4337,0.575568,0.0465134,0.461702,7,10,93370,93335,3,7,121140583,5,4393836
SG_BIOENTRY_DBXREF_ASSOC_r1854789_c3,1854789,3,0.3,1,1,0.817308,0.770589,0.488248,0,0.0877022,0.0467184,0.00258762,0.0262447,1,3,2528,2528,2,2,3704756,2,192760
SG_BIOENTRY_DBXREF_ASSOC_r1854789_c3,1854789,3,0.3,1,1,0.798658,0.751633,0.467823,0,0.0881895,0.0470245,0.00271546,0.0262598,1,3,2528,2528,2,2,3704756,2,192704
SG_BIOENTRY_DBXREF_ASSOC_r1854789_c3,1854789,3,0.3,1,1,0.792941,0.746089,0.461125,0,0.08774,0.0468524,0.00253482,0.0262971,1,3,2528,2528,2,2,3704756,2,192784
SG_BIOENTRY_DBXREF_ASSOC_r1854789_c3,1854789,3,0.3,1,1,0.794387,0.747793,0.464394,0,0.0880032,0.0465934,0.00249442,0.0262114,1,3,2528,2528,2,2,3704756,2,192736
SG_BIOENTRY_DBXREF_ASSOC_r1854789_c3,1854789,3,0.3,1,1,0.791587,0.744226,0.461587,0,0.0879825,0.0473612,0.00247184,0.0269017,1,3,2528,2528,2,2,3704756,2,192680
SG_BIOENTRY_QUALIFIER_ASSOC_r1821546_c4,1821546,4,0.3,1,1,0.747886,0.646087,0.479934,0,0.0708801,0.101799,0.0037816,0.0667141,4,5,7741,7738,3,4,5057828,2,200892
SG_BIOENTRY_QUALIFIER_ASSOC_r1821546_c4,1821546,4,0.3,1,1,0.715996,0.613401,0.445252,0,0.0735638,0.102594,0.00390732,0.0672895,4,5,7741,7738,3,4,5057828,2,200860
SG_BIOENTRY_QUALIFIER_ASSOC_r1821546_c4,1821546,4,0.3,1,1,0.732412,0.62037,0.445244,0,0.0744471,0.112042,0.00382325,0.0749748,4,5,7741,7738,3,4,5057828,2,200952
SG_BIOENTRY_QUALIFIER_ASSOC_r1821546_c4,1821546,4,0.3,1,1,0.720397,0.616895,0.450481,0,0.0710354,0.103501,0.00375889,0.068317,4,5,7741,7738,3,4,5057828,2,200588
SG_BIOENTRY_QUALIFIER_ASSOC_r1821546_c4,1821546,4,0.3,1,1,0.719788,0.617841,0.444832,0,0.0748545,0.101947,0.00375646,0.0672146,4,5,7741,7738,3,4,5057828,2,200888
SG_BIOENTRY_REF_ASSOC_r358337_c5,358337,5,0.3,1,1,0.249722,0.238732,0.147601,0,0.0297394,0.0109898,0.00210866,0.00460581,1,3,4859,4857,2,2,492056,1,66116
SG_BIOENTRY_REF_ASSOC_r358337_c5,358337,5,0.3,1,1,0.249985,0.238053,0.142754,0,0.0321146,0.011932,0.00215298,0.00532602,1,3,4859,4857,2,2,492056,1,66484
SG_BIOENTRY_REF_ASSOC_r358337_c5,358337,5,0.3,1,1,0.252034,0.239715,0.143036,0,0.0320506,0.0123187,0.00215374,0.00552113,1,3,4859,4857,2,2,492056,1,66340
SG_BIOENTRY_REF_ASSOC_r358337_c5,358337,5,0.3,1,1,0.250579,0.238581,0.143428,0,0.0320668,0.0119981,0.00213688,0.00532846,1,3,4859,4857,2,2,492056,1,66404
SG_BIOENTRY_REF_ASSOC_r358337_c5,358337,5,0.3,1,1,0.250283,0.238352,0.143354,0,0.0320484,0.0119309,0.00213934,0.00532685,1,3,4859,4857,2,2,492056,1,66408
SG_BIOENTRY_r184292_c9,184292,9,0.3,1,1,0.53213,0.530178,0.314136,0,0.0534319,0.00195174,0.00163208,6.4e-08,0,3,4228,4228,1,0,0,3,105576
SG_BIOENTRY_r184292_c9,184292,9,0.3,1,1,0.515643,0.512386,0.295373,0,0.0536402,0.00325674,0.00162339,0.000750667,1,5,4235,4228,1,1,118640,3,105372
SG_BIOENTRY_r184292_c9,184292,9,0.3,1,1,0.521173,0.517938,0.302152,0,0.0532367,0.00323514,0.00155424,0.000809959,1,5,4235,4228,1,1,118640,3,105792
SG_BIOENTRY_r184292_c9,184292,9,0.3,1,1,0.5155,0.512248,0.29458,0,0.0534258,0.00325104,0.00160659,0.000752486,1,5,4235,4228,1,1,118640,3,105568
SG_BIOENTRY_r184292_c9,184292,9,0.3,1,1,0.528961,0.525755,0.302021,0,0.0567135,0.0032061,0.00156853,0.000768027,1,5,4235,4228,1,1,118640,3,105572
SG_BIOSEQUENCE_r184292_c6,184292,6,0.3,1,1,0.504653,0.418889,0.331135,0,0.0417986,0.0857636,0.000825202,3.5e-08,0,1,2551,2551,1,0,0,1,142976
SG_BIOSEQUENCE_r184292_c6,184292,6,0.3,1,1,0.489221,0.401064,0.309217,0,0.0436738,0.0881564,0.000825317,3.5e-08,0,1,2551,2551,1,0,0,1,142976
SG_BIOSEQUENCE_r184292_c6,184292,6,0.3,1,1,0.490029,0.40153,0.308686,0,0.0443934,0.0884988,0.000822755,1.05e-07,0,1,2551,2551,1,0,0,1,142776
SG_BIOSEQUENCE_r184292_c6,184292,6,0.3,1,1,0.489967,0.401323,0.308881,0,0.0440145,0.0886443,0.000829812,3.3e-08,0,1,2551,2551,1,0,0,1,143020
SG_BIOSEQUENCE_r184292_c6,184292,6,0.3,1,1,0.490531,0.402075,0.309302,0,0.0441919,0.0884559,0.000821492,3.5e-08,0,1,2551,2551,1,0,0,1,142932
SG_DBXREF_r618244_c4,618244,4,0.3,1,1,0.890679,0.757169,0.492293,0,0.0880896,0.133509,0.00108568,0.000269277,1,3,3845,3845,2,1,14381,2,157512
SG_DBXREF_r618244_c4,618244,4,0.3,1,1,0.874018,0.741086,0.473478,0,0.0911653,0.132932,0.00115247,0.000272181,1,3,3845,3845,2,1,14381,2,157820
SG_DBXREF_r618244_c4,618244,4,0.3,1,1,0.871389,0.738234,0.473306,0,0.088026,0.133155,0.00111778,0.000270504,1,3,3845,3845,2,1,14381,2,157844
SG_DBXREF_r618244_c4,618244,4,0.3,1,1,0.889617,0.755377,0.472997,0,0.0963286,0.134241,0.00109127,0.000282093,1,3,3845,3845,2,1,14381,2,157876
SG_DBXREF_r618244_c4,618244,4,0.3,1,1,0.891198,0.756526,0.471479,0,0.0986254,0.134672,0.00108625,0.000289194,1,3,3845,3845,2,1,14381,2,157876
SG_LOCATION_r1020335_c8,1020335,8,0.3,1,1,1.77324,1.52129,1.04548,0,0.165543,0.251946,0.00451385,5.5e-08,0,2,14229,14229,1,0,0,2,304728
SG_LOCATION_r1020335_c8,1020335,8,0.3,1,1,1.75948,1.50819,1.03271,0,0.165568,0.251282,0.00452704,4.2e-08,0,2,14229,14229,1,0,0,2,304568
SG_LOCATION_r1020335_c8,1020335,8,0.3,1,1,1.79866,1.54836,1.05119,0,0.178165,0.250298,0.0045264,6.1e-08,0,2,14229,14229,1,0,0,2,304832
SG_LOCATION_r1020335_c8,1020335,8,0.3,1,1,1.76496,1.5148,1.03826,0,0.165657,0.250162,0.004633,4.6e-08,0,2,14229,14229,1,0,0,2,304912
SG_LOCATION_r1020335_c8,1020335,8,0.3,1,1,1.764,1.5126,1.03677,0,0.165243,0.251402,0.00452455,9.4e-08,0,2,14229,14229,1,0,0,2,304796
SG_REFERENCE_r128816_c6,128816,6,0.3,1,1,0.535259,0.526955,0.300569,0,0.0547172,0.00830429,0.000279673,0.000226685,3,5,718,718,3,2,15301,3,112548
SG_REFERENCE_r128816_c6,128816,6,0.3,1,1,0.509048,0.500744,0.280494,0,0.05147,0.00830293,0.000274148,0.000238066,3,5,718,718,3,2,13151,3,112572
SG_REFERENCE_r128816_c6,128816,6,0.3,1,1,0.51021,0.501944,0.281181,0,0.0516018,0.00826531,0.000268539,0.000226024,3,5,718,718,3,2,15301,3,112268
SG_REFERENCE_r128816_c6,128816,6,0.3,1,1,0.512804,0.504534,0.283038,0,0.0515877,0.00826987,0.000278149,0.000287114,2,5,727,718,3,2,19828,3,112548
SG_REFERENCE_r128816_c6,128816,6,0.3,1,1,0.515531,0.508349,0.282486,0,0.0547336,0.00718146,0.000272567,0.000251549,3,5,718,718,3,2,15301,3,112612
SG_SEQFEATURE_QUALIFIER_ASSOC_r825116_c4,825116,4,0.3,1,1,0.787968,0.781581,0.494927,0,0.0668826,0.00638651,0.00191271,3.5e-08,0,1,6772,6772,1,0,0,1,156308
SG_SEQFEATURE_QUALIFIER_ASSOC_r825116_c4,825116,4,0.3,1,1,0.758832,0.752481,0.466956,0,0.0668459,0.00635014,0.00191117,3.5e-08,0,1,6772,6772,1,0,0,1,156212
SG_SEQFEATURE_QUALIFIER_ASSOC_r825116_c4,825116,4,0.3,1,1,0.76911,0.76273,0.465742,0,0.0711031,0.00638017,0.00190985,1.47e-07,0,1,6772,6772,1,0,0,1,155992
SG_SEQFEATURE_QUALIFIER_ASSOC_r825116_c4,825116,4,0.3,1,1,0.761023,0.754621,0.467328,0,0.0683588,0.00640219,0.00192067,9.2e-08,0,1,6772,6772,1,0,0,1,156232
SG_SEQFEATURE_QUALIFIER_ASSOC_r825116_c4,825116,4,0.3,1,1,0.758586,0.752213,0.465145,0,0.0681703,0.00637255,0.00192545,3.4e-08,0,1,6772,6772,1,0,0,1,156156
SG_SEQFEATURE_r1020335_c6,1020335,6,0.3,1,1,1.0004,0.986212,0.605448,0,0.0973537,0.0141904,0.00350823,0.00456137,1,3,9394,9394,2,1,992673,2,196092
SG_SEQFEATURE_r1020335_c6,1020335,6,0.3,1,1,0.96413,0.949981,0.573973,0,0.0955464,0.014149,0.00352928,0.00433388,1,3,9394,9394,2,1,992673,2,196004
SG_SEQFEATURE_r1020335_c6,1020335,6,0.3,1,1,0.961407,0.947597,0.572056,0,0.0955997,0.0138101,0.00349548,0.00431599,1,3,9394,9394,2,1,992673,2,196048
SG_SEQFEATURE_r1020335_c6,1020335,6,0.3,1,1,0.983096,0.968183,0.578928,0,0.101175,0.014913,0.00357205,0.00511671,1,3,9394,9394,2,1,992673,2,196016
SG_SEQFEATURE_r1020335_c6,1020335,6,0.3,1,1,0.966307,0.952287,0.577815,0,0.0957219,0.0140203,0.00348687,0.00445951,1,3,9394,9394,2,1,992673,2,196008
SG_TAXON_NAME_r105826_c3,105826,3,0.3,1,1,0.0574922,0.0562671,0.0412998,0,0.00453247,0.0012249,0.000327489,0.000163939,1,3,1025,1025,2,2,23416,2,25432
SG_TAXON_NAME_r105826_c3,105826,3,0.3,1,1,0.048026,0.0467865,0.0318252,0,0.00468434,0.00123907,0.000327059,0.000174943,1,3,1025,1025,2,2,23416,2,25588
SG_TAXON_NAME_r105826_c3,105826,3,0.3,1,1,0.0484582,0.0472381,0.0320018,0,0.00464975,0.00122001,0.000323794,0.000163066,1,3,1025,1025,2,2,23416,2,25404
SG_TAXON_NAME_r105826_c3,105826,3,0.3,1,1,0.0480552,0.0468305,0.0317621,0,0.00460839,0.00122449,0.000327377,0.000165833,1,3,1025,1025,2,2,23416,2,25672
SG_TAXON_NAME_r105826_c3,105826,3,0.3,1,1,0.0512346,0.0499916,0.0350767,0,0.00485195,0.00124284,0.000326544,0.00018083,1,3,1025,1025,2,2,23416,2,25752
SPStock_r122497_c7,122497,7,0.3,1,1,0.140471,0.114612,0.0886168,0,0.0144809,0.0258592,0.000808263,0.0152792,30,47,711,601,8,42,1601544,14,36844
SPStock_r122497_c7,122497,7,0.3,1,1,0.133855,0.108019,0.0817988,0,0.0145992,0.025836,0.000891428,0.015752,27,48,737,601,8,43,1582976,14,37148
SPStock_r122497_c7,122497,7,0.3,1,1,0.134517,0.111099,0.0829068,0,0.0155784,0.0234179,0.00078259,0.0134412,25,42,692,601,8,38,1300348,14,37060
SPStock_r122497_c7,122497,7,0.3,1,1,0.140057,0.110459,0.0824847,0,0.0155254,0.0295976,0.000938394,0.0186015,31,50,735,601,8,45,1622649,14,37260
SPStock_r122497_c7,122497,7,0.3,1,1,0.14004,0.110921,0.0829003,0,0.0155224,0.0291189,0.000912812,0.0187141,27,48,728,601,8,44,1682067,14,37228
Tax_r1000001_c15,1000001,15,0.3,1,1,1.48848,1.17188,1.07339,0,0.0780146,0.316587,0.0121109,0.26764,77,58,20467,20329,5,43,13265954,13,214348
Tax_r1000001_c15,1000001,15,0.3,1,1,1.35607,1.12991,1.03443,0,0.0752105,0.22616,0.0114512,0.189918,40,46,20416,20329,5,32,9471201,13,214276
Tax_r1000001_c15,1000001,15,0.3,1,1,1.32098,1.11025,1.01489,0,0.0751508,0.210735,0.0113945,0.172176,44,42,20422,20329,5,32,8667579,13,214400
Tax_r1000001_c15,1000001,15,0.3,1,1,1.47058,1.12496,1.02927,0,0.0756597,0.345622,0.0122471,0.296652,68,55,20458,20329,5,47,13397946,13,215168
Tax_r1000001_c15,1000001,15,0.3,1,1,1.46444,1.13908,1.04263,0,0.0761452,0.325357,0.0121734,0.280216,53,51,20424,20329,5,38,12153013,13,216168
WDC_age_r10_c3,10,3,0.3,1,1,0.000872828,0.000868881,0.000866795,0,1.23e-06,3.861e-06,3.99e-07,7.3e-08,0,3,0,0,1,0,0,3,7396
WDC_age_r10_c3,10,3,0.3,1,1,2.4098e-05,2.0497e-05,1.8798e-05,0,9.65e-07,3.515e-06,5.34e-07,9.7e-08,0,3,0,0,1,0,0,3,7760
WDC_age_r10_c3,10,3,0.3,1,1,2.3416e-05,2.0329e-05,1.8646e-05,0,9.33e-07,2.997e-06,3.06e-07,6.9e-08,0,3,0,0,1,0,0,3,7592
WDC_age_r10_c3,10,3,0.3,1,1,2.2571e-05,1.9868e-05,1.8306e-05,0,8.49e-07,2.616e-06,2.43e-07,6.9e-08,0,3,0,0,1,0,0,3,7676
WDC_age_r10_c3,10,3,0.3,1,1,2.2689e-05,1.9655e-05,1.7994e-05,0,9.41e-07,2.949e-06,3.18e-07,9.2e-08,0,3,0,0,1,0,0,3,7676
WDC_astrology_r13_c7,13,7,0.3,1,1,0.000167109,0.000147289,0.000144442,0,1.552e-06,1.9735e-05,1.3317e-05,9.2e-07,3,13,6,6,3,8,20,10,7784
WDC_astrology_r13_c7,13,7,0.3,1,1,4.8911e-05,3.0152e-05,2.7297e-05,0,1.566e-06,1.8674e-05,1.2029e-05,8.71e-07,3,13,6,6,3,8,47,10,7840
WDC_astrology_r13_c7,13,7,0.3,1,1,4.6636e-05,2.914e-05,2.6198e-05,0,1.524e-06,1.7414e-05,9.687e-06,1.166e-06,3,14,7,6,3,9,56,10,7972
WDC_astrology_r13_c7,13,7,0.3,1,1,4.7344e-05,2.9034e-05,2.6128e-05,0,1.555e-06,1.8213e-05,1.0683e-05,1.176e-06,3,14,7,6,3,9,56,10,7720
WDC_astrology_r13_c7,13,7,0.3,1,1,4.8873e-05,2.9424e-05,2.6488e-05,0,1.555e-06,1.9357e-05,1.1316e-05,1.276e-06,3,14,7,6,3,9,56,10,7968
WDC_astronomical_r12_c6,12,6,0.3,1,1,0.00022846,0.000214384,0.000211787,0,1.453e-06,1.4e-05,9.264e-06,6.7e-08,0,3,5,5,1,0,0,3,7720
WDC_astronomical_r12_c6,12,6,0.3,1,1,4.0483e-05,2.7122e-05,2.4509e-05,0,1.51e-06,1.3266e-05,9.642e-06,6.6e-08,0,3,5,5,1,0,0,3,7888
WDC_astronomical_r12_c6,12,6,0.3,1,1,3.8572e-05,2.6371e-05,2.3711e-05,0,1.535e-06,1.2102e-05,8.524e-06,7.9e-08,0,3,5,5,1,0,0,3,7968
WDC_astronomical_r12_c6,12,6,0.3,1,1,4.0469e-05,2.6778e-05,2.4154e-05,0,1.521e-06,1.3595e-05,9.791e-06,6.6e-08,0,3,5,5,1,0,0,3,7656
WDC_astronomical_r12_c6,12,6,0.3,1,1,4.0428e-05,2.7065e-05,2.4384e-05,0,1.52e-06,1.3277e-05,9.519e-06,6.9e-08,0,3,5,5,1,0,0,3,7580
WDC_game_r9_c5,9,5,0.3,1,1,0.000123968,0.00012086,0.000118981,0,9.14e-07,3.033e-06,3.68e-07,9.9e-08,0,5,0,0,1,0,0,5,7644
WDC_game_r9_c5,9,5,0.3,1,1,2.5666e-05,2.2634e-05,2.0616e-05,0,9.7e-07,2.929e-06,2.62e-07,1.13e-07,0,5,0,0,1,0,0,5,7676
WDC_game_r9_c5,9,5,0.3,1,1,2.492e-05,2.1981e-05,2.0075e-05,0,9.42e-07,2.867e-06,3.01e-07,9.4e-08,0,5,0,0,1,0,0,5,7320
WDC_game_r9_c5,9,5,0.3,1,1,2.5164e-05,2.2109e-05,2.016e-05,0,9.8e-07,2.967e-06,2.8e-07,9.7e-08,0,5,0,0,1,0,0,5,7500
WDC_game_r9_c5,9,5,0.3,1,1,2.5291e-05,2.2154e-05,2.0237e-05,0,9.33e-07,3.045e-06,2.97e-07,1.05e-07,0,5,0,0,1,0,0,5,7644
WDC_kepler_r10_c4,10,4,0.3,1,1,0.000120811,0.000117822,0.000115959,0,9.59e-07,2.861e-06,2.78e-07,9.4e-08,0,4,0,0,1,0,0,4,7672
WDC_kepler_r10_c4,10,4,0.3,1,1,2.4149e-05,2.122e-05,1.9392e-05,0,8.86e-07,2.847e-06,2.82e-07,8.1e-08,0,4,0,0,1,0,0,4,7672
WDC_kepler_r10_c4,10,4,0.3,1,1,2.3724e-05,2.086e-05,1.9108e-05,0,8.66e-07,2.771e-06,2.68e-07,7.9e-08,0,4,0,0,1,0,0,4,7600
WDC_kepler_r10_c4,10,4,0.3,1,1,2.5347e-05,2.2323e-05,2.0471e-05,0,9.48e-07,2.938e-06,3.26e-07,9.7e-08,0,4,0,0,1,0,0,4,7560
WDC_kepler_r10_c4,10,4,0.3,1,1,2.3982e-05,2.1059e-05,1.9295e-05,0,8.64e-07,2.84e-06,2.74e-07,8.9e-08,0,4,0,0,1,0,0,4,7764
WDC_planetz_r11_c5,11,5,0.3,1,1,0.000121928,0.00011778,0.000115709,0,9.9e-07,4.043e-06,2.81e-07,1.05e-07,0,5,0,0,1,0,0,5,7644
WDC_planetz_r11_c5,11,5,0.3,1,1,2.9486e-05,2.4696e-05,2.2634e-05,0,1.02e-06,4.691e-06,6.3e-07,1e-07,0,5,0,0,1,0,0,5,7564
WDC_planetz_r11_c5,11,5,0.3,1,1,2.6888e-05,2.2946e-05,2.0869e-05,0,1e-06,3.853e-06,2.99e-07,9.5e-08,0,5,0,0,1,0,0,5,7564
WDC_planetz_r11_c5,11,5,0.3,1,1,2.7369e-05,2.3495e-05,2.1434e-05,0,9.89e-07,3.785e-06,2.27e-07,1.01e-07,0,5,0,0,1,0,0,5,7536
WDC_planetz_r11_c5,11,5,0.3,1,1,2.7306e-05,2.3187e-05,2.1106e-05,0,1e-06,4.035e-06,2.87e-07,1.01e-07,0,5,0,0,1,0,0,5,7536
WDC_satellites_r174_c8,174,8,0.3,1,1,0.000452183,0.000412674,0.000393942,0,1.0407e-05,3.9405e-05,2.532e-05,1.443e-06,1,5,50,50,2,3,30,4,7912
WDC_satellites_r174_c8,174,8,0.3,1,1,0.00021848,0.000177961,0.000159158,0,1.0457e-05,4.0436e-05,2.4556e-05,1.943e-06,2,7,51,50,2,4,40,4,7896
WDC_satellites_r174_c8,174,8,0.3,1,1,0.000228822,0.000179161,0.000159785,0,1.1006e-05,4.9568e-05,2.3944e-05,6.816e-06,9,10,54,50,2,7,246,4,8088
WDC_satellites_r174_c8,174,8,0.3,1,1,0.000233773,0.000179046,0.000160589,0,1.0104e-05,5.4626e-05,2.5011e-05,9.435e-06,12,12,53,50,2,8,412,4,7976
WDC_satellites_r174_c8,174,8,0.3,1,1,0.000229817,0.00017697,0.000158566,0,1.0038e-05,5.2775e-05,2.5473e-05,7.409e-06,7,13,56,50,2,8,295,4,8108
WDC_science_r10_c3,10,3,0.3,1,1,0.000134541,0.000131641,0.000129947,0,9.07e-07,2.815e-06,2.58e-07,7e-08,0,3,0,0,1,0,0,3,7776
WDC_science_r10_c3,10,3,0.3,1,1,2.3776e-05,2.0783e-05,1.921e-05,0,8.31e-07,2.898e-06,5.35e-07,7.8e-08,0,3,0,0,1,0,0,3,7532
WDC_science_r10_c3,10,3,0.3,1,1,2.3192e-05,2.0211e-05,1.8647e-05,0,8.47e-07,2.885e-06,3.26e-07,7.2e-08,0,3,0,0,1,0,0,3,7644
WDC_science_r10_c3,10,3,0.3,1,1,2.4845e-05,2.2083e-05,2.0523e-05,0,8.5e-07,2.674e-06,2.45e-07,6.5e-08,0,3,0,0,1,0,0,3,7560
WDC_science_r10_c3,10,3,0.3,1,1,2.3377e-05,2.0669e-05,1.9061e-05,0,8.13e-07,2.618e-06,2.67e-07,7.8e-08,0,3,0,0,1,0,0,3,7552
WDC_symbols_r64_c3,64,3,0.3,1,1,0.000163351,0.000144224,0.000139899,0,1.791e-06,1.9037e-05,1.2423e-05,4.95e-07,1,3,4,4,2,2,22,2,7848
WDC_symbols_r64_c3,64,3,0.3,1,1,6.3678e-05,4.686e-05,4.251e-05,0,1.803e-06,1.6729e-05,1.0167e-05,3.92e-07,1,3,4,4,2,2,22,2,7880
WDC_symbols_r64_c3,64,3,0.3,1,1,6.3587e-05,4.7908e-05,4.3512e-05,0,1.861e-06,1.5595e-05,9.144e-06,4.17e-07,1,3,4,4,2,2,22,2,7820
WDC_symbols_r64_c3,64,3,0.3,1,1,6.3464e-05,4.6434e-05,4.2102e-05,0,1.795e-06,1.6949e-05,1.0507e-05,5.25e-07,1,3,4,4,2,2,22,2,7852
WDC_symbols_r64_c3,64,3,0.3,1,1,6.2268e-05,4.6591e-05,4.2177e-05,0,1.843e-06,1.5595e-05,8.843e-06,4.43e-07,1,3,4,4,2,2,22,2,7852
ZBC00DT_COCM_r3175806_c35,3175806,35,0.3,1,1,9.60194,9.11619,6.98559,0,0.710349,0.485748,0.15206,0.280566,6,8,177818,177674,1,6,11829045,1,1752412
ZBC00DT_COCM_r3175806_c35,3175806,35,0.3,1,1,9.40176,8.91544,6.79515,0,0.710771,0.486326,0.150048,0.283891,5,7,177820,177674,1,5,11828530,1,1752416
ZBC00DT_COCM_r3175806_c35,3175806,35,0.3,1,1,9.42548,8.88914,6.76507,0,0.706722,0.536341,0.15094,0.327544,4,6,177859,177674,1,4,11938082,1,1752408
ZBC00DT_COCM_r3175806_c35,3175806,35,0.3,1,1,9.60657,8.91702,6.79719,0,0.706727,0.68955,0.149639,0.456606,15,13,177796,177674,1,9,16381065,1,1752476
ZBC00DT_COCM_r3175806_c35,3175806,35,0.3,1,1,9.61672,8.91245,6.7755,0,0.709083,0.704268,0.1534,0.460805,18,12,177741,177674,1,9,20717245,1,1752204
amalgam1_denormalized_r51_c87,51,87,0.3,1,1,0.00748881,0.00640121,0.00632948,0,3.8961e-05,0.0010875,0.000165938,0.000272438,349,3043,389,334,70,2960,21054,2737,8168
amalgam1_denormalized_r51_c87,51,87,0.3,1,1,0.00160645,0.000604619,0.000531582,0,4.0528e-05,0.00100174,0.000158175,0.000254399,245,2922,379,334,70,2906,20753,2737,7880
amalgam1_denormalized_r51_c87,51,87,0.3,1,1,0.00162097,0.000596114,0.000523465,0,4.0188e-05,0.00102476,0.000157695,0.000255794,318,2980,384,334,70,2906,20800,2737,8300
amalgam1_denormalized_r51_c87,51,87,0.3,1,1,0.00166781,0.00060208,0.000527629,0,4.1443e-05,0.00106562,0.000162658,0.000270568,358,3010,383,334,70,2959,21603,2737,8052
amalgam1_denormalized_r51_c87,51,87,0.3,1,1,0.0017031,0.000639857,0.000565495,0,4.1376e-05,0.00106315,0.000160044,0.000266127,351,3013,383,334,70,2952,20904,2737,8304
census_r196295_c42,196295,42,0.3,1,1,0.533347,0.478459,0.437174,0,0.0311716,0.0548882,0.0338425,0.0163887,821,255,40760,40689,29,249,625056,80,159888
census_r196295_c42,196295,42,0.3,1,1,0.489265,0.426173,0.382961,0,0.0323842,0.0630919,0.0333995,0.0233847,963,286,40772,40689,29,254,930184,80,159920
census_r196295_c42,196295,42,0.3,1,1,0.481069,0.414146,0.374317,0,0.0304789,0.0669229,0.0339531,0.0264163,1228,303,40777,40689,29,285,1115872,80,159828
