dataset,rows,cols,sample_exponent,copy_PLIs,tiebreaker_heuristic,t_total,t_total_prep,t_read_table,t_create_subtable,t_construct_clusters,t_total_enum_algo,t_sample_diff_sets,t_intersect_clusters,tree_complexity,tree_nodes,diff_sets,diff_sets_initial,diff_sets_final,intersections,intersection_cluster_size,ucc_count,memory
census_r196295_c42,196295,42,0.3,1,1,0.480793,0.413862,0.371431,0,0.0323763,0.0669314,0.0344799,0.0259601,975,288,40779,40689,29,262,1101670,80,159952
census_r196295_c42,196295,42,0.3,1,1,0.476085,0.420272,0.377719,0,0.0320555,0.0558129,0.0333858,0.0172579,838,288,40779,40689,29,261,694506,80,159856
chess_r28056_c7,28056,7,0.3,1,1,0.0286138,0.0183571,0.0174725,0,0.000877087,0.0102566,0.0011073,0.00784196,32,15,1657,1551,6,14,385869,1,11516
chess_r28056_c7,28056,7,0.3,1,1,0.00943214,0.0059315,0.00539632,0,0.000530752,0.00350052,0.000515563,0.00254181,12,8,1592,1551,6,7,188205,1,11576
chess_r28056_c7,28056,7,0.3,1,1,0.00967781,0.00504218,0.00459553,0,0.000442873,0.00463554,0.000584528,0.00350397,29,13,1660,1551,6,12,331891,1,11724
chess_r28056_c7,28056,7,0.3,1,1,0.00918028,0.00507269,0.00461605,0,0.000452867,0.0041075,0.000493762,0.00314768,30,12,1645,1551,6,11,303227,1,11624
chess_r28056_c7,28056,7,0.3,1,1,0.00933446,0.00493866,0.00449376,0,0.00044114,0.00439572,0.000536625,0.00331846,22,11,1627,1551,6,10,273966,1,11692
ditag_feature_r3960124_c13,3960124,13,0.3,1,1,13.1543,12.4892,7.40981,0,1.36342,0.665152,0.0520587,0.581452,5,8,48325,48308,3,4,13637710,3,1736268
ditag_feature_r3960124_c13,3960124,13,0.3,1,1,13.3683,12.3398,7.26623,0,1.36859,1.02843,0.0518975,0.877008,8,9,48339,48308,3,7,16169726,3,1736276
ditag_feature_r3960124_c13,3960124,13,0.3,1,1,13.04,12.3654,7.27458,0,1.36502,0.674665,0.0520033,0.590832,5,8,48325,48308,3,4,13637710,3,1736360
ditag_feature_r3960124_c13,3960124,13,0.3,1,1,13.0903,12.3471,7.26138,0,1.36661,0.74321,0.0523299,0.642112,6,7,48319,48308,3,5,16851807,3,1736348
ditag_feature_r3960124_c13,3960124,13,0.3,1,1,12.9733,12.3068,7.23755,0,1.367,0.666506,0.0516401,0.582977,5,8,48325,48308,3,4,13637710,3,1736340
echocardiogram_r132_c13,132,13,0.3,1,1,0.00591547,0.00572957,0.00570504,0,1.7485e-05,0.000185813,5.9411e-05,5.853e-05,94,136,145,109,30,128,3752,72,7720
echocardiogram_r132_c13,132,13,0.3,1,1,0.000333867,0.000159472,0.000135738,0,1.6424e-05,0.000174307,5.6324e-05,5.0866e-05,101,145,147,109,30,136,2755,72,8040
echocardiogram_r132_c13,132,13,0.3,1,1,0.000327999,0.000157771,0.000134909,0,1.6061e-05,0.000170126,5.6433e-05,4.9457e-05,85,137,152,109,30,133,2776,72,7624
echocardiogram_r132_c13,132,13,0.3,1,1,0.000338061,0.00015858,0.000136247,0,1.554e-05,0.000179394,5.7844e-05,5.0062e-05,105,146,155,109,30,138,2838,72,7880
echocardiogram_r132_c13,132,13,0.3,1,1,0.000326827,0.000158772,0.000135721,0,1.63e-05,0.000167976,5.5314e-05,4.7235e-05,90,137,146,109,30,132,2622,72,7700
entytysrcgen_r26139_c46,26139,46,0.3,1,1,0.0796638,0.0734388,0.0588286,0,0.00693951,0.00622481,0.0060373,0.000115016,1,4,14407,14407,2,2,52276,3,31508
entytysrcgen_r26139_c46,26139,46,0.3,1,1,0.0762875,0.070144,0.0557018,0,0.00698513,0.00614327,0.00594145,0.000116815,1,4,14407,14407,2,2,52276,3,31404
entytysrcgen_r26139_c46,26139,46,0.3,1,1,0.0776949,0.0702657,0.0551609,0,0.00708947,0.007429,0.00719745,0.000132639,1,4,14407,14407,2,2,52276,3,31280
entytysrcgen_r26139_c46,26139,46,0.3,1,1,0.075587,0.0695106,0.0548966,0,0.00696801,0.00607629,0.00588875,0.000115639,1,4,14407,14407,2,2,52276,3,31508
entytysrcgen_r26139_c46,26139,46,0.3,1,1,0.0757231,0.0696216,0.0551714,0,0.00707357,0.00610138,0.00591514,0.000113554,1,4,14407,14407,2,2,52276,3,31344
fd-reduced-30_r250001_c30,250001,30,0.3,1,1,4.37204,2.64124,2.28888,0,0.146004,1.7308,0.0175703,1.60661,435,3978,3311,2432,231,3953,97737002,3564,187164
fd-reduced-30_r250001_c30,250001,30,0.3,1,1,4.38953,2.59931,2.25011,0,0.145022,1.79022,0.0174806,1.66443,431,3985,3329,2432,231,3959,99236461,3564,187592
fd-reduced-30_r250001_c30,250001,30,0.3,1,1,4.3324,2.60079,2.25182,0,0.144863,1.73161,0.0174328,1.60572,432,3975,3325,2432,231,3947,96122242,3564,187472
fd-reduced-30_r250001_c30,250001,30,0.3,1,1,4.35663,2.588,2.24004,0,0.144531,1.76863,0.0172451,1.64205,432,3975,3298,2432,231,3949,96708605,3564,187528
fd-reduced-30_r250001_c30,250001,30,0.3,1,1,4.36212,2.59123,2.24186,0,0.145465,1.77088,0.0173536,1.64714,432,3976,3308,2432,231,3949,96943522,3564,187488
flight_r1001_c109,1001,109,0.3,1,1,0.0316006,0.0111288,0.0105726,0,0.000388276,0.0204718,0.00210184,0.00815276,11975,31679,4605,4386,161,30977,778118,26652,9708
flight_r1001_c109,1001,109,0.3,1,1,0.0264087,0.00465522,0.00409979,0,0.000390182,0.0217534,0.00207433,0.0092807,11465,31519,4627,4386,161,31049,929785,26652,9768
flight_r1001_c109,1001,109,0.3,1,1,0.0276177,0.00485652,0.00427623,0,0.0004089,0.0227611,0.00203681,0.00998923,15207,32025,4619,4386,161,31218,914479,26652,9592
flight_r1001_c109,1001,109,0.3,1,1,0.0242884,0.00456628,0.00402629,0,0.000375566,0.019722,0.002005,0.00744697,11484,31842,4607,4386,161,31004,679608,26652,9524
flight_r1001_c109,1001,109,0.3,1,1,0.026026,0.00463703,0.00409972,0,0.000376586,0.0213889,0.00202608,0.00877613,14837,31971,4608,4386,161,31188,813109,26652,9668
hepatitis_r155_c20,155,20,0.3,1,1,0.00313953,0.00264069,0.00261657,0,1.8654e-05,0.000498751,0.000116499,0.000120324,513,626,317,244,54,577,5197,348,7900
hepatitis_r155_c20,155,20,0.3,1,1,0.00071751,0.000171857,0.000147664,0,1.8595e-05,0.000545575,0.000119641,0.000145841,635,637,320,244,54,579,6850,348,7708
hepatitis_r155_c20,155,20,0.3,1,1,0.000732422,0.000172522,0.000148051,0,1.8859e-05,0.000559807,0.000121285,0.000155176,621,643,329,244,54,607,6837,348,7924
hepatitis_r155_c20,155,20,0.3,1,1,0.000751683,0.000172787,0.000148655,0,1.8538e-05,0.000578804,0.000113252,0.000145152,542,613,308,244,54,575,5543,348,8084
hepatitis_r155_c20,155,20,0.3,1,1,0.000766581,0.000172011,0.000147891,0,1.8494e-05,0.000594496,0.000125718,0.000172346,689,665,329,244,54,605,7929,348,7916
horse_r300_c29,300,29,0.3,1,1,0.00143989,0.000787131,0.000735045,0,3.9903e-05,0.000652654,0.000198437,0.00019534,556,451,526,482,39,439,8532,253,7856
horse_r300_c29,300,29,0.3,1,1,0.00113933,0.000479506,0.000415018,0,5.1304e-05,0.00065973,0.000230925,0.000150167,522,441,532,482,39,418,6901,253,8124
