dataset,rows,cols,sample_exponent,copy_PLIs,tiebreaker_heuristic,t_total,t_total_prep,t_read_table,t_create_subtable,t_construct_clusters,t_total_enum_algo,t_sample_diff_sets,t_intersect_clusters,tree_complexity,tree_nodes,diff_sets,diff_sets_initial,diff_sets_final,intersections,intersection_cluster_size,ucc_count,memory
struct_sheet_range_r664128_c32,664128,32,0.6,1,1,27.2431,3.98212,2.27776,0,0.447738,23.2609,23.1183,0.139431,56,204,39576201,39576177,6,201,9934944,167,674904
struct_sheet_range_r664128_c32,664128,32,0.6,1,1,27.1497,3.95548,2.26074,0,0.447574,23.1942,23.0278,0.163238,53,201,39576179,39576177,6,199,9934278,167,675072
struct_sheet_range_r664128_c32,664128,32,0.6,1,1,27.1672,3.94664,2.25266,0,0.447868,23.2206,23.0806,0.136794,51,201,39576189,39576177,6,199,9934278,167,675132
struct_sheet_range_r664128_c32,664128,32,0.6,1,1,27.1161,3.95655,2.25995,0,0.447851,23.1596,23.0168,0.139526,51,200,39576187,39576177,6,198,9934354,167,675136
struct_sheet_range_r664128_c32,664128,32,0.6,1,1,27.1078,3.95313,2.25403,0,0.446816,23.1546,23.0151,0.136322,53,201,39576179,39576177,6,199,9934278,167,675012
ncvoter_allc_r7503554_c94,1000000,94,0,1,1,14.1906,9.41971,6.21002,0,0.896047,4.77092,0.0220561,4.39355,56769,120308,569,93,291,118504,176199083,95952,1748600
ncvoter_allc_r7503554_c94,1000000,94,0,1,1,13.5079,9.38195,6.17098,0,0.897562,4.12594,0.0355287,3.74507,64555,122863,597,93,291,120819,162154349,95952,1748636
ncvoter_allc_r7503554_c94,1000000,94,0,1,1,15.0319,9.40534,6.19882,0,0.895396,5.62655,0.0620245,4.94351,60515,123105,666,93,291,120596,234978357,95952,1748700
ncvoter_allc_r7503554_c94,1000000,94,0,1,1,19.2885,9.38871,6.18576,0,0.894876,9.89978,0.0967781,8.74805,69811,125250,774,93,291,122080,479135331,95952,1748636
ncvoter_allc_r7503554_c94,1000000,94,0,1,1,15.3144,9.40989,6.1958,0,0.902518,5.90448,0.0450885,5.259,57048,122331,634,93,291,119809,230012360,95952,1748596
ncvoter_allc_r7503554_c94,1000000,94,0.1,1,1,12.9686,9.44819,6.21995,0,0.90529,3.5204,0.0196473,3.19816,61628,121964,1676,1152,291,119984,130068861,95952,1748672
ncvoter_allc_r7503554_c94,1000000,94,0.1,1,1,13.3518,9.39926,6.18692,0,0.902135,3.95257,0.0196951,3.6055,68076,123208,1693,1152,291,120888,149717827,95952,1748620
ncvoter_allc_r7503554_c94,1000000,94,0.1,1,1,13.1907,9.39637,6.17969,0,0.899443,3.79436,0.0154326,3.27602,92055,132841,1641,1152,291,129250,147599347,95952,1748388
ncvoter_allc_r7503554_c94,1000000,94,0.1,1,1,17.2043,9.50056,6.28673,0,0.902198,7.70375,0.0285683,6.97708,63009,123264,1762,1152,291,120771,256730620,95952,1748616
ncvoter_allc_r7503554_c94,1000000,94,0.1,1,1,14.3821,9.41324,6.19482,0,0.90099,4.96882,0.0206211,4.52208,59834,122504,1688,1152,291,120732,184116775,95952,1748700
ncvoter_allc_r7503554_c94,1000000,94,0.2,1,1,11.4624,9.43322,6.20973,0,0.900134,2.0292,0.0453263,1.8196,54747,120867,15395,14903,291,118457,74438739,95952,1748700
ncvoter_allc_r7503554_c94,1000000,94,0.2,1,1,12.4079,9.42526,6.20814,0,0.903097,2.98267,0.0465489,2.69259,56260,120789,15457,14903,291,118940,108602106,95952,1748388
ncvoter_allc_r7503554_c94,1000000,94,0.2,1,1,12.5556,9.45352,6.22284,0,0.90212,3.10207,0.0484858,2.7878,55177,119849,15562,14903,291,117817,110636921,95952,1748564
ncvoter_allc_r7503554_c94,1000000,94,0.2,1,1,11.7685,9.45521,6.2062,0,0.917647,2.31333,0.0474021,2.07734,62631,123440,15486,14903,291,121542,89105071,95952,1748692
ncvoter_allc_r7503554_c94,1000000,94,0.2,1,1,11.4874,9.38933,6.1804,0,0.900383,2.09806,0.0450552,1.8293,52505,120754,15389,14903,291,118529,88625590,95952,1748392
ncvoter_allc_r7503554_c94,1000000,94,0.3,1,1,12.2653,9.46507,6.23329,0,0.901534,2.80025,0.424028,2.18116,65398,123919,200399,199742,291,121660,94159869,95952,1748588
ncvoter_allc_r7503554_c94,1000000,94,0.3,1,1,11.829,9.43872,6.21504,0,0.904417,2.39033,0.424518,1.79089,58012,120297,200348,199742,291,118311,69128885,95952,1748456
ncvoter_allc_r7503554_c94,1000000,94,0.3,1,1,12.2876,9.45017,6.219,0,0.903947,2.83746,0.423388,2.20889,56585,119951,200276,199742,291,118203,97324834,95952,1748664
ncvoter_allc_r7503554_c94,1000000,94,0.3,1,1,11.5148,9.39462,6.17099,0,0.906619,2.12014,0.421641,1.54544,55193,120054,200284,199742,291,118136,59906788,95952,1748648
ncvoter_allc_r7503554_c94,1000000,94,0.3,1,1,10.2589,9.41729,6.20471,0,0.900145,0.841583,0.420046,0.347185,52475,120559,200269,199742,291,118717,17617833,95952,1748412
ncvoter_allc_r7503554_c94,1000000,94,0.4,1,1,15.641,9.44979,6.22618,0,0.900136,6.19121,4.98162,1.09483,78964,124699,2729994,2729452,291,120846,53326388,95952,1748700
ncvoter_allc_r7503554_c94,1000000,94,0.4,1,1,15.5012,9.4113,6.19261,0,0.899073,6.0899,4.96413,1.01049,56215,121401,2730087,2729452,291,119530,46691331,95952,1748552
ncvoter_allc_r7503554_c94,1000000,94,0.4,1,1,16.2712,9.40004,6.19251,0,0.897044,6.87115,4.9596,1.73723,66081,122157,2730090,2729452,291,119377,73568200,95952,1748440
ncvoter_allc_r7503554_c94,1000000,94,0.4,1,1,15.2086,9.46149,6.22806,0,0.901437,5.74707,4.97862,0.675724,52803,120666,2730122,2729452,291,118626,32611701,95952,1748600
